"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to ketone","GO:1901654","2.5162090710567223e-23","22.599253276329332","221","1691","70","21017","ACOD1,CCL21,CLDN4,MSTN,KLF4,FOXO3,SLIT3,ROCK2,SLIT2,EGFR,TGFB1,EPO,TYMS,EDN1,CRH,TH,THBS1,INHBA,PTPRC,F7,FBP1,PARP1,SPP1,TGFB3,CDK4,SRC,NQO1,CREB1,SRD5A1,GABRB1,ABCB4,COMT,TNFSF4,CD38,OXTR,HOXA9,AKT1,CCR7,CDA,PTGER4,AHR,SERPINF1,SREBF1,PPARG,PRKAA2,UCP2,TGFB2,PRKCE,BCL2L1,ADCY1,PRKAA1,NR1H3,ADAM15,HNRNPD,GAS6,KCNJ11,PRKD1,NCOA2,NCOA1,AANAT,CYP1B1,SFRP1,SIRT1,PPP1R9B,PARK7,CCL19,NKX3-1,FOXP3,STK39,AXIN2"
"GO:BP","cognition","GO:0050890","2.6202130901092473e-23","22.581663388033153","324","1691","87","21017","FZD9,SYNJ1,KALRN,PARK2,DGKI,ARL6IP5,KCNK2,ABL1,EGFR,INS,TNF,APOE,HMGCR,PRNP,PRKCG,CRH,TH,NPS,MAPT,KIT,THRA,EGR2,SRC,DRD2,BRAF,CREB1,PPP3CB,CHRNB2,PTN,NF1,TACR2,CNR1,DRD1,COMT,CRHBP,HTR2A,ADORA1,OXTR,NTSR1,SLC6A4,PTGS2,DRD3,SERPINF1,OPRK1,OPRL1,CASP3,HTT,CX3CR1,PPT1,PTEN,SNAP25,B2M,ASIC1,DLG4,CDK5,SLC6A3,EN1,MEF2C,ADCY1,ABCC8,EP300,NOG,PICALM,ITPR3,AGER,NTRK2,HIF1A,CRTC1,LILRB2,BRSK1,JPH3,KAT2B,BTBD9,BBS4,PPP1R9B,LGMN,SYT11,SYT4,ADNP,PLCB1,CHD7,EIF2AK4,NRXN2,NRXN1,NDRG4,NRXN3,HRH3"
"GO:BP","stem cell development","GO:0048864","2.70166335227103e-23","22.568368768326476","87","1691","43","21017","WNT7A,NRP1,SEMA3E,SNAI2,SEMA7A,SEMA3D,SEMA4F,FN1,EDN1,PTPRC,FGF2,BCL2,BMP4,EDN3,BMP7,KITLG,EDNRB,BMPR1A,GDNF,HTR2B,SOX9,NRG1,SEMA3B,SEMA3F,SEMA5A,HES1,SHH,TWIST1,HIF1A,SEMA6D,SEMA4D,CITED2,SEMA3C,SEMA4C,SEMA6A,SEMA4A,SEMA6C,SEMA6B,SEMA4B,SEMA3G,SEMA4G,SEMA5B,CORO1C"
"GO:BP","dopamine transport","GO:0015872","2.811906628719405e-23","22.550999104457755","57","1691","35","21017","TOR1A,SLC22A2,SYT7,PARK2,SNCG,PRKCB,DRD2,KCNA2,CHRNB2,RAB3B,CNR1,SYT1,DRD1,DRD4,COMT,HTR1B,HTR2A,DRD3,SNCA,GDNF,OPRK1,CXCL12,ABAT,SLC6A3,SYT6,SYT10,SYT9,SYT12,SYT8,DTNBP1,PARK7,SYT3,SYT15,SYT11,SYT4"
"GO:BP","myeloid cell homeostasis","GO:0002262","3.6222342896182646e-23","22.4410234625262","178","1691","62","21017","BCL2L11,FOXO3,UFL1,SOD1,EPO,ANXA1,INHA,SLC25A5,ISG15,IL6,RB1,LYN,INHBA,HMGB1,HMOX1,HSPA1A,KIT,THRA,G6PD,BMP4,ETS1,VEGFA,PTPN2,HOXA5,NF1,KITLG,GATA2,ZFP36,ITPKB,AXL,ACVR1B,HSPA9,RPS19,STAT3,BCL6,CCR2,STAT1,CASP3,STAT5B,CEBPG,B2M,PRKDC,HAMP,ID2,BTK,PRDX1,ZFP36L1,BAX,DMTN,MERTK,HIF1A,LDB1,ZFPM1,ADGRF5,INPP5D,CDK5RAP3,PRMT1,CITED2,FOXP3,TRIM10,KLF13,MAFB"
"GO:BP","regulation of osteoclast differentiation","GO:0045670","4.458700583485747e-23","22.350791690984316","72","1691","39","21017","TLR4,TNFRSF11B,TLR3,LILRB3,MITF,FSTL3,FSHB,TNF,IFNG,LTF,IL4,CCL3,IAPP,CREB1,CEBPB,NF1,FSHR,PIK3R1,IL12B,CTNNB1,FBN1,MTOR,CLDN18,PPP3CA,KLF10,TOB2,GPR68,CARTPT,IL23R,SFRP1,TMEM178A,LILRB4,ZNF675,UBASH3B,INPP5D,IL23A,GPR55,MAFB,TNFRSF11A"
"GO:BP","regulation of axonogenesis","GO:0050770","5.0609881981259314e-23","22.295764675434693","158","1691","58","21017","WNT7A,NRP1,SEMA3E,SEMA7A,SLIT2,SEMA3D,NTN1,SEMA4F,FN1,THY1,SPP1,MAPT,BRAF,VEGFA,KEL,MT3,GDI1,WNT5A,DCC,MAP1B,CXCL12,GSK3B,PLXNA3,WNT3,WNT3A,PTEN,ARHGAP4,CDK5,PAK1,SEMA3B,SEMA3F,SEMA5A,BMPR2,STK11,NTRK2,ULK2,SPG20,DRAXIN,SEMA6D,BRSK1,SEMA4D,SEMA3C,RTN4R,SEMA4C,BCL11A,SEMA6A,ADNP,SEMA4A,SEMA6C,SEMA6B,SEMA4B,RTN4,SEMA3G,SEMA4G,SEMA5B,PLXNB3,RNF6,ROBO1"
"GO:BP","multi-multicellular organism process","GO:0044706","5.072520100438555e-23","22.294776223349864","212","1691","68","21017","ACOD1,LGALS9,AGRP,CLDN4,CYP27B1,KALRN,PRDM1,STC2,RECK,SOD1,TIMP1,TGFB1,FSHB,PRL,IL1B,EPO,AMBP,ESR1,SEMG1,ITGB3,EDN1,CRH,SERPINE2,THBD,ADRA2A,PARP1,RARA,BCL2,SPP1,TGFB3,SCGB1A1,IDO1,LIF,VEGFA,GJA1,ADRA2B,ADCYAP1,PTN,CNR1,FBLN1,CRHBP,IGFBP5,CD38,PRDX3,OXTR,SLC6A4,AKT1,PTGS2,ACVR1B,LEP,STAT5B,ARHGDIB,STC1,EMP2,WNT4,PPARD,ATP7A,C1QBP,ABCC8,OVGP1,TRIM28,BMPR2,IHH,ACVR1C,HAVCR2,NODAL,CITED2,GHRL"
"GO:BP","cellular response to hypoxia","GO:0071456","5.341438744124191e-23","22.272341747751465","143","1691","55","21017","MSTN,SUV39H1,FOXO3,NOL3,ROCK2,STC2,KCNK2,MYC,TGFB1,TP53,EDN1,ENO1,FABP1,INHBA,HMOX1,BCL2,SRC,DRD2,VEGFA,BMP7,ATF4,MT3,PTGS2,PPARG,MTOR,CDKN1B,NOTCH1,IRAK1,STC1,TMBIM6,PRKCE,PPARD,ATP7A,ZFP36L1,PRKAA1,NONO,TWIST1,NFE2L2,HIF1A,SFRP1,BAD,SIRT1,ERO1A,PHB2,NKX3-1,CITED2,BRIP1,EGLN1,RGCC,SUV39H2,RTN4,UBQLN1,ANGPT4,RWDD3,SIRT4"
"GO:BP","positive regulation of T cell differentiation","GO:0045582","5.420197536104414e-23","22.265984885550758","119","1691","50","21017","LGALS9,AP3B1,FOXO3,SOCS5,RASGRP1,ADA,TGFB1,IFNG,IL2RA,ANXA1,CD74,IL4,PTPRC,RARA,CD46,IL7R,HLA-G,CR1,TNFSF4,IL4R,CD27,ITPKB,IL12B,TGFBR2,BCL6,CD86,SMARCA2,SMARCA4,STAT5B,ZBTB16,EGR3,SOX4,IHH,HLX,SHB,SHH,RHOH,PIK3R6,IL23R,ARID2,LILRB2,LILRB4,NFKBID,BTN2A2,BAD,NLRP3,CCL19,FOXP3,IL23A,CYLD"
"GO:BP","positive regulation of calcium ion transport","GO:0051928","5.420197536104414e-23","22.265984885550758","119","1691","50","21017","CASK,PDPK1,HCRT,WFS1,ABL1,F2,PDGFB,CXCL10,THY1,CRH,CCL3,G6PD,CCL4,CCL2,CCL5,CD19,PPP3CB,PLCG1,CAPN3,DRD1,F2R,GSTM2,SRI,NTSR1,CASQ1,IL13,SNCA,HTT,BDKRB1,XCL1,CXCL12,STC1,HAP1,GSTO1,CX3CL1,ANK2,CXCL9,BAX,PPP3CA,AKAP6,TRDN,PKD2,NPSR1,RYR2,GPER1,P2RX7,JPH2,WNK3,LACRT,CAMK2A"
"GO:BP","positive regulation of lipid metabolic process","GO:0045834","6.240033596747488e-23","22.204813072041492","124","1691","51","21017","OGT,F2,FSHB,INS,TNF,IFNG,IL1B,APOA1,APOE,APOA2,APOC2,ANXA1,CD74,FABP1,MAPT,CREB1,NR1D1,HTR2A,HTR2C,ADORA1,AKT1,PTGS2,IRS1,SREBF1,PPARG,HTR2B,MTOR,STAR,CPT1A,NR1H2,WNT4,RAB38,DAB2,PRKCE,PPARD,PRKCD,PPARA,SREBF2,PRKAA1,NR1H3,RGN,TWIST1,ADIPOQ,ADGRF5,KAT2B,NR1H4,CHP1,ABHD6,PPARGC1A,IRS2,SIRT4"
"GO:BP","protein localization to cell periphery","GO:1990778","7.163848666253684e-23","22.144853597042037","361","1691","92","21017","ITGB1BP1,LIN7A,RAB29,OGT,PDPK1,ROCK2,LYPLA1,PSMD10,ARL6IP5,BAG4,EGFR,HRAS,TGFB1,INS,TNF,IFNG,PRNP,ERBB2,EZR,RHOQ,RAB3A,RAB3B,PIK3R1,AKT1,GBP1,RDX,ACTN2,SNCA,CSK,P2RY1,NUMB,MMP14,RAB7A,PLK1,EMP2,CAV3,WNT3A,RAB38,SNAP25,STX1B,STXBP1,ARF6,RAP1A,VAMP2,RACK1,DLG4,DAB2,CDK5,CLTC,ANK2,PRKCE,BCL2L1,LRP1,ANK3,DLG1,PPFIA1,STX3,PICALM,SQSTM1,SCRIB,GAS6,KCNJ11,KCNB1,PPP2R5A,VAMP3,ADIPOQ,PKDCC,SNAP47,RHBDF2,PID1,LRRC15,RSC1A1,TMBIM1,WNK4,VPS35,PPP1R9B,GPER1,CIB1,PKP2,INPP5K,VAMP8,BBS2,TMEM59,PACSIN1,WNK3,KIF13A,WNK1,LZTFL1,NRXN1,NRXN3,MYO5A,F11R"
"GO:BP","positive regulation of tumor necrosis factor superfamily cytokine production","GO:1903557","7.420323783454065e-23","22.129577144006756","106","1691","47","21017","LGALS9,TLR4,TLR3,RASGRP1,IL33,BCL10,TGFB1,IFNG,PF4,IL6,THBS1,PTPRC,HMGB1,CCL3,HLA-E,MIF,SPN,CD36,LBP,AZU1,PIK3R1,IL12B,STAT3,LEP,WNT5A,CCR2,CD86,TIRAP,PTPN11,BTK,DHX9,ABCC8,PTPRJ,FADD,AGER,TWIST1,LRRK2,MAVS,TICAM1,HAVCR2,HDAC2,CCL19,IL23A,TLR9,CD84,PYCARD,LY96"
"GO:BP","negative regulation of protein kinase activity","GO:0006469","7.85062652767654e-23","22.10509568253438","149","1691","56","21017","MEN1,IPO5,ITGB1BP1,PDPK1,SOCS5,ABL1,IFNG,IL1B,APOE,THY1,RB1,LYN,PTPRC,GSTP1,PRKAR1A,CEACAM1,TRIM27,NF1,EPHA1,DNAJA1,AKT1,SLC8A1,PPARG,SNCA,CDKN2A,CDKN1B,DUSP3,PLK1,CAV3,PTEN,PKIA,ADARB1,PRKCD,HYAL2,PTPRJ,TARBP2,ADIPOQ,DAB2IP,LAX1,LILRB4,ZNF675,PYDC1,SIRT1,CDK5RAP3,TRIB1,PARK7,CHP1,INPP5K,SRCIN1,WWTR1,CD300A,CORO1C,PYCARD,PKIG,PTPN22,IRAK3"
"GO:BP","regulation of leukocyte apoptotic process","GO:2000106","8.55142356144796e-23","22.06796158194799","89","1691","43","21017","LGALS9,CCL21,BCL2L11,BCL10,ADA,ANXA1,CD74,TP53,LYN,BCL2,BMP4,CCL5,MIF,IDO1,IL7R,NF1,KITLG,IL10,CD27,ITPKB,AXL,CCR7,BCL6,WNT5A,CDKN2A,CXCL12,RORC,JAK3,BTK,MEF2C,BAX,BCL2L1,MERTK,FADD,GAS6,HIF1A,ZC3H8,SIRT1,P2RX7,TSC22D3,CCL19,CD274,IRS2"
"GO:BP","negative regulation of viral genome replication","GO:0045071","9.136248900885452e-23","22.039232077354725","55","1691","34","21017","PLSCR1,TNF,IFNB1,LTF,SLPI,ISG15,IFIT1,CCL5,EIF2AK2,MX1,APOBEC3A,HMGA2,IFITM2,RNASEL,BST2,ILF3,TRIM28,TNIP1,OASL,IFI16,APOBEC3H,ZC3HAV1,MAVS,APOBEC3F,IFNL3,RSAD2,PROX1,APOBEC3D,ISG20,FAM111A,SRPK1,INPP5K,APOBEC3G,APOBEC3C"
"GO:BP","regulation of viral genome replication","GO:0045069","9.207841634067388e-23","22.035842158757294","85","1691","42","21017","DDX3X,TRIM38,PLSCR1,TNF,IFNB1,LTF,SLPI,ISG15,IFIT1,BCL2,TOP2A,CCL5,EIF2AK2,MX1,APOBEC3A,NOTCH1,HMGA2,ADARB1,IFITM2,TOP2B,RNASEL,BST2,ILF3,TRIM28,TNIP1,TARBP2,OASL,IFI16,APOBEC3H,ZC3HAV1,MAVS,APOBEC3F,IFNL3,RSAD2,PROX1,APOBEC3D,ISG20,FAM111A,SRPK1,INPP5K,APOBEC3G,APOBEC3C"
"GO:BP","muscle contraction","GO:0006936","1.0205209163772016e-22","21.9911780896504","343","1691","89","21017","APBB1,CASQ2,SMAD7,CLIC2,ROCK2,PDE5A,BMP10,UTS2,SOD1,ADA,TNF,CRYAB,EDN1,ENO1,ADRB2,ADRA2A,GNAO1,TPM1,CHGA,KIT,MYL2,DMD,EDN3,DRD2,KCNE1,ATP2A2,GJA1,PRKACA,CHRNB2,ADRA2B,ADRA2C,TACR2,DRD1,RYR1,HRC,EDNRB,F2R,PLN,GSTM2,HTR1D,HTR2A,CD38,NOS1,ADORA1,OXTR,SRI,CHRNB4,CASQ1,CHRNA3,SLC8A1,HTR7,PTGS2,GDNF,HTR2B,MTOR,PTGER3,EMD,MAP2K6,STC1,HDAC4,CAV3,FGF12,FKBP1B,GSTO1,ABAT,ANK2,PDE4D,KCNH2,DLG1,TRDN,CAMK2D,PRKG1,PRKD1,RYR3,ZC3H12A,SULF1,TRPV1,TPCN2,RYR2,APBB2,JSRP1,NEDD4L,GPER1,PKP2,SPX,BBS2,PROK2,GHRL,KCNE5"
"GO:BP","cellular response to decreased oxygen levels","GO:0036294","1.148633662410826e-22","21.939818460225283","150","1691","56","21017","MSTN,SUV39H1,FOXO3,NOL3,ROCK2,STC2,KCNK2,MYC,TGFB1,TP53,EDN1,ENO1,FABP1,INHBA,HMOX1,BCL2,SRC,DRD2,VEGFA,BMP7,ATF4,MT3,AKT1,PTGS2,PPARG,MTOR,CDKN1B,NOTCH1,IRAK1,STC1,TMBIM6,PRKCE,PPARD,ATP7A,ZFP36L1,PRKAA1,NONO,TWIST1,NFE2L2,HIF1A,SFRP1,BAD,SIRT1,ERO1A,PHB2,NKX3-1,CITED2,BRIP1,EGLN1,RGCC,SUV39H2,RTN4,UBQLN1,ANGPT4,RWDD3,SIRT4"
"GO:BP","regulation of protein localization to cell periphery","GO:1904375","1.1583731494802323e-22","21.936151517762706","140","1691","54","21017","OGT,PDPK1,LYPLA1,EGFR,HRAS,TGFB1,INS,TNF,IFNG,PRNP,EZR,RHOQ,PIK3R1,AKT1,GBP1,SNCA,CSK,NUMB,MMP14,PLK1,WNT3A,RAB38,ARF6,RAP1A,RACK1,DAB2,CDK5,CLTC,PRKCE,BCL2L1,LRP1,DLG1,PPFIA1,STX3,PICALM,SQSTM1,KCNJ11,PPP2R5A,PKDCC,PID1,LRRC15,RSC1A1,TMBIM1,WNK4,VPS35,PPP1R9B,GPER1,CIB1,VAMP8,TMEM59,WNK3,WNK1,LZTFL1,NRXN1"
"GO:BP","negative regulation of organelle organization","GO:0010639","1.2331663846099296e-22","21.90897832239622","357","1691","91","21017","FZD9,XRCC3,PARK2,TBC1D4,NBN,NOL3,PSMD10,SLIT2,TRIM37,TNKS,APC2,TP53,IGF1,SLC25A5,GPX1,HNRNPC,ERCC1,HNRNPA1,TACSTD2,PARP1,HSPA1A,MAPT,TOP2A,TPR,BMP4,SRC,LIF,BMP7,PIK3R1,PML,CORO1A,AKT1,TTK,PFN2,RDX,PPARG,SNCA,MTOR,WAS,MAP1B,RAB7A,PLK1,TERF1,CAV3,HNRNPU,PRKCD,BCL2L1,DMTN,TRIM32,PPFIA1,ATM,DYRK1A,ESPL1,RPS6KA2,TERF2,TRIP13,FBXO43,LRRK2,CLASP1,PHLDB2,SMG6,HORMAD1,SLC35F6,LILRB2,FLCN,KAT2B,RAD50,ERCC4,MUL1,ACD,C16ORF45,ANKRD27,DLC1,BBS4,CIB1,CORO1B,TINF2,INPP5K,TCHP,TNKS2,PIF1,GNL3L,TERF2IP,RTEL1,MAD2L2,FBXO5,BOK,DMRT1,F11R,ARFGEF1,MAD1L1"
"GO:BP","positive regulation of cell projection organization","GO:0031346","1.2331663846099296e-22","21.90897832239622","357","1691","91","21017","APBB1,WASL,CCL21,DVL1,NRP1,MSTN,KALRN,KDM1A,SNX3,SEMA7A,SLIT2,NTN1,ABL1,HRAS,INS,EPO,APOE,FN1,LYN,TGFB3,MAPT,KIT,DMD,SRC,BRAF,VEGFA,RHOQ,BMP7,PTN,CNR1,BMP5,PIK3R1,GDI1,CCR7,SERPINF1,WNT5A,MTOR,HTT,MAP1B,CXCL12,GSK3B,PLXNA3,HAP1,F2RL1,WNT3,WNT3A,ARF6,RAP1A,FKBP1B,DLG4,CX3CL1,ROR2,ATP7A,FMR1,EP300,SEMA5A,BMPR2,DPYSL3,PTK2B,PRKD1,STK11,EZH2,NFE2L2,NTRK3,NTRK2,DAB2IP,CAPRIN2,SETX,MAGI2,PROM2,NLGN1,KAT2B,SEMA4D,ANKRD27,BBS4,P2RX7,CCL19,CORO1B,FUZ,PACSIN1,BCL11A,ADNP,NRXN1,PLXNB3,NDRG4,ZMYND8,FZD4,CORO1C,FZD1,STK24,ROBO1"
"GO:BP","response to light stimulus","GO:0009416","1.5341630040512055e-22","21.814128494364198","319","1691","85","21017","AGRP,MEN1,BHLHE40,GNB5,PER1,KDM1A,USP2,EGFR,TIMP1,MYC,HMGCR,CAT,TP53,TH,GPX1,ERCC1,ELANE,PARP1,NPS,BCL2,NR2F6,KIT,DRD2,TYR,BRAF,KCNE1,CHRNB2,ATF4,NF1,DRD1,COMT,PIK3R1,IL12A,IL12B,PML,GNA11,AKT1,DRD3,PPP1CC,CASP3,MSH2,MAPK8,NEDD4,BRCA2,MSH6,MAPK10,CDKN2D,PER3,SIK1,PPP1CA,UBE2B,CDK5,ID2,PRKCD,BAX,ABCC8,EP300,HYAL1,HYAL2,TRIM32,PRKAA1,NOG,UNC119,CUL4A,PTPRK,MAPK11,STK11,RPE65,CRY1,AANAT,HIF1A,CRTC1,METTL3,DCUN1D3,CCAR2,BRSK1,ERCC4,TP53INP1,SIRT1,RBM4B,RBM4,SEMA5B,EIF2AK4,OPN4,NDRG4"
"GO:BP","leukocyte apoptotic process","GO:0071887","1.803042413452425e-22","21.743994057131342","117","1691","49","21017","LGALS9,CCL21,BCL2L11,BCL10,ADA,IL2RA,ANXA1,CD74,TP53,IL6,LYN,BCL2,BMP4,CCL5,MIF,IDO1,IL7R,NF1,KITLG,IL10,FAS,CD27,ITPKB,AXL,AKT1,CCR7,BCL6,WNT5A,CASP3,CDKN2A,CXCL12,RORC,JAK3,BTK,MEF2C,BAX,BCL2L1,MERTK,FADD,GAS6,PKN1,HIF1A,ZC3H8,SIRT1,P2RX7,TSC22D3,CCL19,CD274,IRS2"
"GO:BP","natural killer cell activation","GO:0030101","2.242385200818049e-22","21.649289781473364","95","1691","44","21017","KLRF2,NCR3,PGLYRP1,PRDM1,TUSC2,NCR1,RASGRP1,IFNA2,IFNB1,PTPRC,LAMP1,HLA-E,KLRK1,IL12A,IL12B,AXL,CORO1A,LEP,BAG6,RAB27A,STAT5B,EMP2,TYRO3,PRDX1,MERTK,SLAMF1,GAS6,NFIL3,IL23R,BLOC1S3,UNC13D,TICAM2,TICAM1,HAVCR2,PIBF1,PGLYRP3,PGLYRP2,ULBP3,ULBP2,ULBP1,IL23A,SLAMF7,BLOC1S6,PTPN22"
"GO:BP","viral genome replication","GO:0019079","2.28079632369622e-22","21.641913495716018","127","1691","51","21017","DDX3X,TRIM38,PLSCR1,PARK2,CCNK,TNF,IFNB1,LTF,SLPI,ISG15,IFIT1,BCL2,TOP2A,CCL2,CCL5,EIF2AK2,MX1,APOBEC3A,PHB,NOTCH1,HMGA2,ADARB1,IFITM2,TOP2B,RNASEL,FMR1,BST2,ILF3,TRIM28,GAS6,TNIP1,TARBP2,OASL,IFI16,ZC3H12A,APOBEC3H,ZC3HAV1,MAVS,APOBEC3F,IFNL3,RSAD2,PROX1,APOBEC3D,ISG20,FAM111A,SRPK1,INPP5K,APOBEC3G,APOBEC3C,VAPA,EIF2AK4"
"GO:BP","regulation of extent of cell growth","GO:0061387","2.4122286734069926e-22","21.61758152452052","113","1691","48","21017","NRP1,SEMA3E,SEMA7A,SEMA3D,NTN1,SEMA4F,ABL1,APOE,FN1,SPP1,MAPT,VEGFA,MT3,GDI1,WNT5A,DCC,MAP1B,CXCL12,GSK3B,PLXNA3,WNT3,WNT3A,ARHGAP4,CDK5,SEMA3B,SEMA3F,SEMA5A,BMPR2,ULK2,SPG20,DRAXIN,SEMA6D,SEMA4D,SEMA3C,RTN4R,SEMA4C,BCL11A,SEMA6A,ADNP,SEMA4A,SEMA6C,SEMA6B,SEMA4B,RTN4,SEMA3G,SEMA4G,SEMA5B,RNF6"
"GO:BP","regulation of miRNA metabolic process","GO:2000628","2.6009361276856653e-22","21.584870312830756","91","1691","43","21017","KLF4,FOXO3,NCOR1,EGFR,MYC,HRAS,PDGFB,TGFB1,PRL,TNF,ESR1,TP53,JUN,FGF2,RARA,BMP4,ETS1,VEGFA,EGR1,WT1,NFKB1,IL10,GATA2,BMPR1A,SREBF1,PPARG,STAT3,SOX9,SMARCA4,NR1H2,HDAC4,TGFB2,SMAD3,PPARD,PPARA,SREBF2,REST,TWIST1,HIF1A,ZC3H12A,RC3H1,LILRB4,PNPT1"
"GO:BP","T cell differentiation involved in immune response","GO:0002292","2.921938241013946e-22","21.534328967686562","87","1691","42","21017","LGALS9,MEN1,SMAD7,SOCS5,IFNG,ANXA1,IL4,IL6,HMGB1,RARA,CD46,SPN,TNFSF4,IL4R,IL12B,FCER1G,PTGER4,STAT3,BCL6,CD86,STAT6,MTOR,RORC,JAK3,RELB,ATP7A,HLX,IRF4,SHB,ZC3H12A,RC3H1,IL23R,IFNL1,ZFPM1,NFKBID,SLAMF6,NLRP3,CCL19,FOXP3,SEMA4A,IL21,IL23A"
"GO:BP","regulation of epithelial to mesenchymal transition","GO:0010717","3.120043186313034e-22","21.505839394620136","100","1691","45","21017","SDCBP,SMAD7,SPRY1,GREM1,SNAI1,TGFB1,IL1B,IL6,TGFB3,BMP4,ENG,BMP7,BMP5,CTNNB1,TGFBR2,MTOR,NKX2-1,NOTCH1,EMP2,PTEN,TGFB2,PPP2CA,SMAD3,DAB2,PTK2,NOG,TWIST1,EZH2,DAB2IP,CLASP1,PHLDB2,SFRP1,HDAC2,ADIPOR1,DACT3,SFRP2,TBX5,FUZ,TRIM62,WWTR1,RGCC,TCF7L2,MAD2L2,FOXA2,AXIN2"
"GO:BP","regulation of axon extension","GO:0030516","3.795953867236103e-22","21.4206790742549","96","1691","44","21017","NRP1,SEMA3E,SEMA7A,SEMA3D,NTN1,SEMA4F,ABL1,APOE,FN1,MAPT,VEGFA,MT3,GDI1,WNT5A,MAP1B,CXCL12,GSK3B,PLXNA3,WNT3,WNT3A,ARHGAP4,CDK5,SEMA3B,SEMA3F,SEMA5A,BMPR2,DRAXIN,SEMA6D,SEMA4D,SEMA3C,RTN4R,SEMA4C,BCL11A,SEMA6A,ADNP,SEMA4A,SEMA6C,SEMA6B,SEMA4B,RTN4,SEMA3G,SEMA4G,SEMA5B,RNF6"
"GO:BP","locomotory behavior","GO:0007626","4.933296213052871e-22","21.306862807134223","214","1691","67","21017","MEIS1,KALRN,PARK2,HPGDS,NCOR1,USP2,SNCG,SOD1,APOE,SOD2,CRH,TH,DMD,DRD2,IDO1,PPP3CB,HOXB8,CHRNB2,EGR1,TRH,DRD1,DRD4,FSHR,HTR2C,ADORA2A,CHRNB4,NTSR1,ARRB2,CHRNA3,DRD3,SNCA,GDNF,OPRK1,OPRL1,MTOR,NKX2-1,CXCL12,ARCN1,NPY2R,PPT1,NAGLU,SLURP1,PTEN,SNAP25,FGF12,DLG4,ABAT,SLC6A3,PRKCE,ID2,ATP7A,EN1,NCOA2,ZFHX3,NMS,LRRK2,LRRTM1,CIART,ARRDC3,BTBD9,VPS35,CRBN,GAD1,PARK7,CHD7,FZD4,FOXA2"
"GO:BP","anatomical structure maturation","GO:0071695","5.416266999253078e-22","21.266299934898214","274","1691","77","21017","CCL21,EREG,AURKA,FOXO3,KDM1A,GREM1,ATP6AP2,TUSC2,BAIAP3,REC8,SIX3,RECK,SPINK1,TGFB1,EPO,FGG,LTF,ANG,SEMG1,TYMS,IGF1,EDN1,RB1,WEE2,BCL2,G6PD,KCNE1,VEGFA,GJA1,PRKACA,NPR2,HOXA5,NF1,RYR1,CDH3,GAL,FGFR3,NPPC,GATA2,EDNRB,PPP2R1A,CDC25B,AXL,CTNNB1,MSX2,ACVRL1,PPARG,LEP,WNT5A,ARCN1,CX3CR1,BRCA2,TGFB2,CX3CL1,SEMG2,GHRHR,ZBTB16,BTK,PTK2B,HES1,DMC1,IHH,KCNB1,CDK5R1,RPS6KA2,SHB,TRIP13,HIF1A,PTPRN,LRRK2,SEMA4D,FOXJ1,CCL19,BCL11A,IL21,SPINK5,FBXO5"
"GO:BP","regulation of protein stability","GO:0031647","5.8754196385643325e-22","21.23096110944696","325","1691","85","21017","DVL1,AURKA,SMAD7,HDAC3,PARK2,USP2,WFS1,TRIM37,BAG4,CRYAA,CRYAB,APOA1,APOA2,PRNP,CD74,TP53,IGF1,HSP90AB1,CTSH,HSPA1A,BCL2,LAMP1,PIM1,SRC,CREB1,TRIM21,NR1D1,CAPN3,MT3,PIK3R1,MSX1,PML,PFN2,PHB,NF2,SREBF1,SNCA,MTOR,CASP3,CDKN2A,HTT,BAG6,PLK1,PER3,PTEN,STXBP1,UBE2B,SUMO1,CSNK2A1,PRKDC,SMAD3,ANK2,PRKCD,SOX4,EP300,STK4,TARDBP,STK3,PIN1,LRRK2,CDC73,SIAH3,CCAR2,USP13,USP7,MUL1,SIRT1,NEDD4L,VPS35,PARK7,PHB2,CHP1,GTPBP4,SAV1,SOX17,RTN4,HPS4,GNL3L,CDKN2AIP,PPARGC1A,IP6K2,FBXW11,PYCARD,BTRC,FBXO7"
"GO:BP","antigen receptor-mediated signaling pathway","GO:0050851","5.904193701631021e-22","21.228839402850067","192","1691","63","21017","RAB29,LPXN,SH2D1A,BCL10,ABL1,ADA,HRAS,PRNP,THY1,PRKCB,LCK,LYN,PTPRC,BCL2,CEACAM1,BRAF,EZR,CD19,PTPN2,PLCG1,NFKB1,NFKBIA,CD38,PTPN6,CCR7,GBP1,MNDA,CSK,DUSP3,UBASH3A,BTK,MEF2C,BAX,PDE4D,PTPRJ,EIF2B5,GPS2,SHB,STK11,ZC3H12A,RC3H1,TRAT1,VTCN1,LAX1,GCSAM,BANK1,LILRB4,NFKBID,BTN2A2,NECTIN2,INPP5D,PAWR,FOXP3,WNK1,SLA2,PLEKHA1,CYLD,PHPT1,CD300A,EIF2B4,STAP1,PLCL2,PTPN22"
