geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0003170	heart valve development	http://amigo.geneontology.org/amigo/term/GO:0003170	0.342367850689393	1.433584907059827	0.028056112224448898	0.058068676273004056	72	./Project_wg_result1739092074_GSEA/GO_0003170.png	23	5138;6591;6091;652;8313;639;4669;26508;5925;9353;4846;4193;4087;23462;7075;6662;657;90;6659;7132;4089;6586;659	ACVR1;AXIN2;BMP4;BMPR1A;BMPR2;HEY1;HEYL;MDM2;NAGLU;NOS3;PDE2A;PRDM1;RB1;ROBO1;SLIT2;SLIT3;SMAD2;SMAD4;SNAI2;SOX4;SOX9;TIE1;TNFRSF1A
GO:0007162	negative regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007162	-0.2906067927828976	-1.4975439126947616	0	0.058118812913301655	276	./Project_wg_result1739092074_GSEA/GO_0007162.png	63	335;3339;11314;6366;9655;3659;4070;3440;4653;23513;8654;9723;10077;5270;2615;9037;2065;3146;81848;3273;972;79626;102;5580;10875;5728;1029;23603;5340;56477;79679;1845;3620;11006;55824;1051;3204;282618;55435;55558;10385;7057;3965;7356;1739;5788;65125;3718;57556;836;1511;9306;301;5621;135;5074;1378;5781;26279;284;6370;11326;54900	ADAM10;ADORA2A;ANGPT1;ANXA1;AP1AR;APOA1;BTN2A2;CASP3;CCL21;CCL25;CCL28;CD300A;CD74;CDKN2A;CEBPB;CORO1C;CR1;CTSG;DLG1;DUSP3;ERBB3;FGL2;HMGB1;HOXA7;HRG;HSPG2;IDO1;IFNA2;IFNL1;IRF1;JAK3;LAX1;LGALS9;LILRB4;LRRC32;MYOC;PAG1;PAWR;PDE5A;PLA2G2D;PLG;PLXNA3;PRKCD;PRNP;PTEN;PTPN11;PTPRC;SCGB1A1;SCRIB;SEMA3E;SEMA5A;SEMA6A;SERPINE2;SOCS5;SOCS6;SPRY4;TACSTD2;THBS1;TNFAIP8L2;TSPAN32;VSIG4;VTCN1;WNK1
GO:0006970	response to osmotic stress	http://amigo.geneontology.org/amigo/term/GO:0006970	0.33849526801913943	1.4428926654308174	0.018	0.05818436865485065	81	./Project_wg_result1739092074_GSEA/GO_0006970.png	23	581;5971;7124;51719;29108;114548;2203;572;79085;497189;1831;6326;825;7098;3320;2185;5170;3673;51701;6513;2056;1201;5743	BAD;BAX;CAB39;CAPN3;CLN3;EPO;FBP1;HSP90AA1;ITGA2;NLK;NLRP3;PDPK1;PTGS2;PTK2B;PYCARD;RELB;SCN2A;SLC25A23;SLC2A1;TIFAB;TLR3;TNF;TSC22D3
GO:0051223	regulation of protein transport	http://amigo.geneontology.org/amigo/term/GO:0051223	0.26842940141935717	1.4298284773820156	0	0.05820162812440353	414	./Project_wg_result1739092074_GSEA/GO_0051223.png	114	80762;91543;90007;8724;10155;3479;7124;1080;3458;975;84522;8934;2243;8622;23409;7341;337867;5566;7175;51738;2147;91461;2149;1956;4988;2932;652;6717;9370;952;6860;572;23435;8111;4843;3667;2150;8660;7295;55432;7447;10802;948;6469;11315;80223;51366;4193;5295;6720;6934;9515;11261;2767;2621;23401;1813;3569;3320;5905;2867;1131;51465;25924;9971;2308;8841;11060;80149;338442;8736;7351;51614;29969;6804;7043;51277;55737;580;7327;9463;7099;27063;1392;8864;1020;9478;9647;347;22994;89866;8882;6844;55107;55929;100381270;1445;6659;285381;5573;2645;56850;51496;2641;56681;1201;5208;3767;50855;5106;23236;11142;9501;5743	ADIPOQ;ANKRD1;ANO1;APOD;BAD;BARD1;BMP4;CABP1;CD36;CD38;CD81;CDK5;CEP131;CFTR;CHP1;CHRM3;CLN3;CRH;CSK;CTDSPL2;DMAP1;DNAJC27;DPH3;DRD2;EGFR;ERGIC3;F2;F2R;F2RL1;FFAR2;FGA;FOXO1;FRAT2;GAS6;GCG;GCK;GHRL;GNA11;GPR68;GRIPAP1;GSK3B;HCAR2;HDAC3;HSP90AA1;IFNG;IGF1;IL6;IRS1;IRS2;JAGN1;KCNJ11;MDFIC;MDM2;MIDN;MYOM1;MYRIP;NDFIP1;NOS2;NR1H4;OPRM1;PARD6A;PARK7;PCK2;PDE8B;PER2;PFKFB2;PICK1;PIK3R1;PKDCC;PKIG;PLCB1;PPM1F;PRKACA;PRKAR1A;PTGS2;RAB11FIP1;RAB29;RANGAP1;RPH3AL;RSAD2;SAR1A;SEC16B;SEC24A;SHH;SIRT4;SNX3;SOX4;SREBF1;SRI;STX1A;STXBP5L;SUMO1;SYT4;TARDBP;TCF7L2;TGFB3;TLR4;TNF;TPR;TRIM28;TXN;UBAC2;UBE2G2;UBE2J1;UBR5;UCP2;VAMP2;VPS35;VSNL1;WWP2;YOD1;ZBED6;ZC3H12A;ZPR1
GO:0090559	regulation of membrane permeability	http://amigo.geneontology.org/amigo/term/GO:0090559	0.36822567756362046	1.457602147840888	0.02495201535508637	0.05822352607639873	60	./Project_wg_result1739092074_GSEA/GO_0090559.png	18	282991;10018;581;10105;255027;2932;572;3303;50848;54978;292;400916;599;55353;293;6548;9026;2729	BAD;BAX;BCL2L11;BCL2L2;BLOC1S2;CHCHD10;F11R;GCLC;GSK3B;HIP1R;HSPA1A;LAPTM4B;MPV17L;PPIF;SLC25A5;SLC25A6;SLC35F6;SLC9A1
GO:0070555	response to interleukin-1	http://amigo.geneontology.org/amigo/term/GO:0070555	0.3124364695338626	1.439624551127902	0.009671179883945842	0.05824073161010925	128	./Project_wg_result1739092074_GSEA/GO_0070555.png	45	820;4824;7850;3654;29108;730249;1958;149041;2633;6622;6376;952;3605;6880;6375;6359;8372;3569;8792;51135;80149;6662;4524;27063;6367;58509;3373;4435;5600;2056;23236;3280;91807;2729;6363;5976;140885;9252;6357;2690;9572;7444;8808;6885;1116	ACOD1;ANKRD1;CACTIN;CAMP;CCL13;CCL15;CCL19;CCL22;CD38;CHI3L1;CITED1;CX3CL1;EGR1;EPO;GBP1;GCLC;GHR;HES1;HYAL1;HYAL3;IL17A;IL1R2;IL1RL2;IL6;IRAK1;IRAK4;MAP3K7;MAPK11;MTHFR;MYLK3;NKX3-1;NR1D1;PLCB1;PYCARD;RC3H1;RPS6KA5;SIRPA;SNCA;SOX9;TAF9;TNFRSF11A;UPF1;VRK2;XCL1;ZC3H12A
GO:0021915	neural tube development	http://amigo.geneontology.org/amigo/term/GO:0021915	0.30084527993455584	1.4312869702484692	0.0057692307692307696	0.058334700294220554	157	./Project_wg_result1739092074_GSEA/GO_0021915.png	34	5567;7474;89780;9620;6385;653;5566;27023;4082;8915;4838;80199;652;6788;2736;10653;5629;6469;222894;9241;55081;7289;10395;25;6768;4524;23648;6423;221322;1969;57167;5080;79600;3280	ABL1;BCL10;BMP4;BMP5;CELSR1;DLC1;EPHA2;FERD3L;FOXB1;FUZ;GLI2;HES1;IFT57;MARCKS;MTHFR;NODAL;NOG;PAX6;PRKACA;PRKACB;PROX1;SALL4;SDC4;SFRP2;SHH;SPINT2;SSBP3;ST14;STK3;TBC1D32;TCTN1;TULP3;WNT3A;WNT5A
GO:0050900	leukocyte migration	http://amigo.geneontology.org/amigo/term/GO:0050900	-0.2821696805177274	-1.4842089215258987	0	0.05842474675944967	370	./Project_wg_result1739092074_GSEA/GO_0050900.png	92	6372;2838;6362;23396;9466;6278;1880;1113;566;7422;79890;7499;196527;646960;3952;80270;1265;6354;119;81704;1588;27347;11314;6366;79902;4345;5979;245937;3553;140596;58494;6504;1893;3592;6404;1910;7412;6373;947;4254;1908;1230;26585;5879;3146;2683;3383;124976;7070;6401;972;708;102;613;3162;5155;8600;5340;56477;6793;682;5175;6777;114609;100;8772;2241;2013;64127;5197;1130;3204;7057;8995;3965;4920;811;65125;51561;6347;1511;1991;26228;301;134;10563;4282;27342;1236;54210;5196;6370	ADA;ADAM10;ADD2;ADORA1;ANO6;ANXA1;AZU1;B4GALT1;BCR;BSG;C1QBP;CALR;CCL18;CCL2;CCL21;CCL25;CCL28;CCL7;CCR1;CCR7;CD200;CD300A;CD34;CD74;CHGA;CNN2;CTSG;CXCL11;CXCL13;CXCL6;CYP19A1;DEFB104A;DEFB124;DOCK8;ECM1;EDN3;EDNRB;ELANE;EMP2;FADD;FER;GPR15;GPR183;GREM1;HMGB1;HMOX1;HOXA7;HSD3B7;ICAM1;IL12A;IL1B;IL23A;IL27RA;JAM2;KITLG;LEP;LGALS9;LYST;MIF;NOD2;NUP85;PDGFB;PECAM1;PF4;PF4V1;PIP5K1C;PLG;PRSS56;RABGEF1;RAC1;RET;RIN3;ROR2;S100A7;SELE;SELPLG;SLAMF1;SPNS2;STAP1;STAT5B;STK10;STK39;THBS1;THY1;TIRAP;TNFSF11;TNFSF18;TREM1;VCAM1;VEGFA;WNK1;XG
GO:0006909	phagocytosis	http://amigo.geneontology.org/amigo/term/GO:0006909	-0.29947813837757675	-1.487531747195353	0	0.058534693907247526	217	./Project_wg_result1739092074_GSEA/GO_0006909.png	56	9711;23396;56882;2934;9474;1182;566;196527;3952;1265;27102;335;64422;11314;1794;6504;399687;7275;338382;11334;7087;10417;725;5879;3146;5027;5581;558;695;1793;7097;613;5580;6647;23603;5175;5914;8547;64127;1130;9844;7879;7057;5795;811;5788;3685;6347;1991;26228;301;134;135;10461;5582;6845	ADORA1;ADORA2A;ANO6;ANXA1;APOA1;ATG3;ATG5;AXL;AZU1;BCR;BTK;C4BPB;CALR;CCL2;CD300A;CDC42SE1;CLCN3;CNN2;CORO1C;DOCK1;DOCK2;EIF2AK1;ELANE;ELMO1;FCN3;GSN;HMGB1;ICAM5;ITGAV;LEP;LYST;MERTK;MYO18A;NOD2;P2RX7;PECAM1;PIP5K1C;PRKCD;PRKCE;PRKCG;PTPRC;PTPRJ;RAB7A;RAB7B;RAC1;RARA;RUBCN;SLAMF1;SOD1;SPON2;STAP1;THBS1;TLR2;TUB;TUSC2;VAMP7
GO:0009914	hormone transport	http://amigo.geneontology.org/amigo/term/GO:0009914	-0.28968669731821095	-1.4936343916640968	0.002028397565922921	0.058744053138940724	313	./Project_wg_result1739092074_GSEA/GO_0009914.png	79	81027;5972;5007;3952;6696;1374;2746;5530;5532;55638;131177;1588;2244;65985;886;5950;6755;6571;3553;2587;4828;5443;3033;18;3172;8074;9575;3814;1908;1601;3745;3630;5127;114899;8447;2852;5581;695;3708;8431;222546;51083;8600;8938;3624;3976;2692;3358;56262;56943;5587;8773;26056;91942;7849;353500;6422;150;56729;9607;10312;4544;6865;3091;6833;301;3625;134;5798;64111;5936;7425;5781;6845;9727;6616;2691;1268;65266	AACS;ABAT;ABCC8;ADORA1;ADRA2A;ANXA1;BAIAP3;BMP8A;BTK;C1QTNF3;CARTPT;CCKAR;CDK16;CLOCK;CNR1;CPT1A;CYP19A1;DAB2;DOC2B;EDN3;ENY2;FAM3D;FGB;FGF23;GAL;GALR1;GHRH;GHRHR;GLUD1;GPER1;HADH;HIF1A;HNF4A;HTR2C;IL1B;INHBA;INHBB;INS;ITPR1;KCNB1;KISS1;LEP;LIF;LRRC8A;MTNR1B;NDUFAF2;NMB;NPVF;NR0B2;OSBP;PAX8;POMC;PPP3CA;PPP3CB;PRKCE;PRKD1;PTPN11;PTPRN;RAB11FIP3;RAB11FIP5;RBM4;RBP4;REN;RETN;RFX6;SFRP1;SLC18A2;SNAP23;SNAP25;SPP1;SSTR5;SYBU;TACR2;TCIRG1;TNFSF11;TUBB1;VAMP7;VGF;WNK4
GO:0032963	collagen metabolic process	http://amigo.geneontology.org/amigo/term/GO:0032963	0.3257291316767274	1.4400232636358417	0.022044088176352707	0.0589304110546072	94	./Project_wg_result1739092074_GSEA/GO_0032963.png	22	2022;26276;5645;2147;2149;3549;652;4321;10609;5345;4669;28984;3688;3569;7148;1278;7043;4261;55323;79148;3673;265	AMELX;BMP4;CIITA;COL1A2;ENG;F2;F2R;IHH;IL6;ITGA2;ITGB1;LARP6;MMP12;MMP28;NAGLU;P3H4;PRSS2;RGCC;SERPINF2;TGFB3;TNXB;VPS33B
GO:0009743	response to carbohydrate	http://amigo.geneontology.org/amigo/term/GO:0009743	0.29433850559281083	1.4431926525371959	0.003968253968253968	0.05904214725925715	219	./Project_wg_result1739092074_GSEA/GO_0009743.png	76	6196;5608;7124;847;1080;84522;8622;177;5566;51738;1958;2203;6717;7494;9370;2876;572;5799;10203;83667;8111;1361;4669;6416;8660;23394;2067;7447;1027;6928;6720;2309;4087;6934;2621;8890;2185;4831;9971;7351;8892;1392;7776;1285;6844;55107;100381270;3673;6659;2081;4067;2645;6198;2641;6648;5208;3767;5080;5106;23236;5743;8609;51052;415116;2729;5894;4089;387597;9854;2696;65010;4023;9572;10628;7074;6529	ADIPOQ;ADNP;AGER;ANO1;BAD;C2CD2L;CALCRL;CAT;CDKN1B;CFTR;COL4A3;CPB2;CRH;EGR1;EIF2B2;EIF2B4;ERCC1;ERN1;FBP1;FOXO3;GAS6;GCG;GCK;GCLC;GHRL;GIPR;GPR68;GPX1;HNF1B;ILDR2;IRS2;ITGA2;JAGN1;KCNJ11;KLF7;LPL;LYN;MAP2K4;MAP2K6;NAGLU;NME2;NR1D1;NR1H4;PAX6;PCK2;PDE8B;PFKFB2;PIM3;PLCB1;PRKACA;PRLH;PTGS2;PTK2B;PTPRN2;RAF1;RPS6KA2;RPS6KB1;SESN2;SLC26A6;SLC6A1;SMAD2;SMAD4;SOD2;SOX4;SREBF1;SRI;TCF7L2;TIAM1;TNF;TXNIP;UCP2;VAMP2;VSNL1;XBP1;ZBED6;ZNF236
GO:0007159	leukocyte cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007159	-0.2821400951031926	-1.4897235970562912	0	0.05926326403353986	389	./Project_wg_result1739092074_GSEA/GO_0007159.png	88	7297;339390;119;5530;3115;81704;3120;11314;6366;912;9655;3553;3659;1540;655;3112;3440;58494;23513;6504;8654;10077;3592;22890;6404;64116;2615;7412;4254;6603;3105;3146;3383;4179;7070;6401;972;79626;10875;8600;56477;6793;79679;5175;6777;100;8772;1845;3620;11006;55824;5914;567;64127;1051;282618;3037;10385;3965;7356;3707;1739;8546;5788;65125;3718;51561;6347;836;1960;1511;1991;9306;301;5621;3593;135;5074;1378;1236;5781;196528;26279;146850;55274;6370;11326;54900	ADA;ADD2;ADORA2A;ANXA1;AP3B1;ARID2;B2M;BMP7;BTN2A2;CASP3;CCL2;CCL21;CCL25;CCL28;CCR7;CD1D;CD300A;CD46;CD74;CEBPB;CLEC4G;CR1;CTSG;CYLD;DLG1;DOCK8;DUSP3;EGR3;ELANE;FADD;FGL2;HAS2;HLA-A;HLA-DOB;HLA-DPB1;HLA-DQB2;HMGB1;ICAM1;IDO1;IFNA2;IFNL1;IL12A;IL12B;IL1B;IL23A;IRF1;ITPKB;JAK3;JAM2;KITLG;LAX1;LGALS9;LILRB4;LRRC32;NOD2;PAG1;PAWR;PDE5A;PECAM1;PHF10;PIK3R6;PLA2G2D;PPP3CA;PRNP;PTPN11;PTPRC;RARA;SCGB1A1;SCRIB;SELE;SELPLG;SLAMF1;SLC39A8;SMARCD2;SOCS5;SOCS6;STAT5B;STK10;THY1;TNFAIP8L2;TNFSF11;TSPAN32;TYK2;VCAM1;VSIG4;VTCN1;WNK1;ZBTB1
GO:0002009	morphogenesis of an epithelium	http://amigo.geneontology.org/amigo/term/GO:0002009	0.27093146272161805	1.4576912500247088	0	0.05939069330198583	490	./Project_wg_result1739092074_GSEA/GO_0002009.png	100	5567;55366;7474;89780;9620;2022;6385;5314;4824;23245;3400;10155;7124;8928;653;5566;8399;3690;7080;90627;6495;7481;11331;441478;2697;55327;1956;3611;8915;6591;374;4838;80199;3549;652;2099;3627;4321;129880;6788;84283;30812;2736;3202;10653;5629;4669;9314;1861;634;6469;90102;1950;6928;9353;8820;9241;8829;55081;6926;7289;4983;3688;10395;3239;219736;7075;6662;183;147183;25;6768;2263;4488;3845;10890;4524;84446;7430;2719;6423;90;3911;4435;859;64783;389;7484;7053;1969;2247;112802;57167;6262;9421;9021;388389;1512;2668;170690	ABL1;ACVR1;ADAMTS16;AGT;AREG;ASTN2;BBS5;BCL10;BMP4;BMP5;BRSK1;CAV3;CCDC103;CEACAM1;CELSR1;CITED1;CTSH;CXCL10;DLC1;EGF;EGFR;ENG;EPHA2;ESR1;EZR;FGF2;FGFR2;FOXH1;FUZ;GDNF;GJA1;GLI2;GPC3;HAND1;HESX1;HNF1B;HOXA5;HOXD13;ID4;IFT57;IHH;ILK;ITGB1;ITGB3;KLF4;KRAS;KRT25;KRT71;LAMA5;LGR4;LIN7C;MMP12;MSX2;MTHFR;NAGLU;NKX2-1;NKX3-1;NODAL;NOG;NRARP;NRP1;OPHN1;PHB2;PHLDB2;PKHD1;PLA2G10;PRKACA;PRKACB;PROX1;RAB10;RBM15;RHOC;RYR2;SALL4;SDC4;SFRP2;SHH;SIX1;SLIT2;SNAI2;SOCS3;SOX8;SOX9;SPINT2;ST14;STARD13;STK3;STOX1;TBX3;TGM3;TIE1;TMEM79;TNF;TOR1A;TRIM28;TULP3;WNT11;WNT3A;WNT5A;WNT9B
GO:0034762	regulation of transmembrane transport	http://amigo.geneontology.org/amigo/term/GO:0034762	-0.26858504839066666	-1.442520910075561	0	0.05956661252324155	418	./Project_wg_result1739092074_GSEA/GO_0034762.png	100	10368;1318;28954;2946;54997;9474;283518;22953;6253;3753;9472;196527;3952;3763;389816;578;55600;65267;5530;30818;5532;55022;4318;3759;5167;27347;3596;5335;57761;51763;3553;55800;114882;2280;130497;6373;6248;1908;4946;23596;817;4780;5027;3630;2852;5581;776;10345;7070;844;2316;7009;2931;3760;51083;673;6769;596;375611;786;23327;1729;1812;6536;90070;6588;6331;9992;4734;5587;254263;57338;4947;5350;344901;930;22871;7057;150;3270;9747;1739;387129;65125;10312;801;201140;1742;6546;6347;65268;51185;5621;338440;3757;287;5781;9001;1193;65266	ADRA2A;AKAP6;ANK2;ANO6;ANO9;ATG5;BAK1;BCL2;BRAF;CACNA1D;CACNG1;CACNG3;CALM1;CAMK2D;CASQ1;CCL2;CD19;CLIC2;CNIH2;CRBN;CXCL11;DHRS7C;DIAPH1;DLG1;DLG4;DRD1;EDN3;ENPP1;FKBP1A;FLNA;GAL;GPER1;GSK3A;GSTM2;HAP1;HRC;IL13;IL1B;INPP5K;INS;ITLN1;JPH3;KCNE1;KCNE2;KCNH2;KCNIP3;KCNJ2;KCNJ3;KCNJ6;KCNRG;LACRT;LEP;LRRC26;MMP9;NEDD4;NEDD4L;NFE2L2;NLGN1;NPSR1;OAZ1;OAZ2;OPN3;OSBPL8;OSR1;OSTN;P2RX2;P2RX7;PID1;PLCG1;PLN;PPP3CA;PPP3CB;PRKCE;PRKD1;PRNP;PTPN11;REM1;RSC1A1;RTN2;SCN3B;SCN5A;SLC26A5;SLC31A2;SLC6A9;SLC8A1;SLN;STAC;STK39;TCAF1;TCIRG1;TESC;THBS1;THY1;TMBIM6;TRDN;TRIB3;WNK1;WNK2;WNK3;WNK4
GO:0050886	endocrine process	http://amigo.geneontology.org/amigo/term/GO:0050886	-0.3505885547245906	-1.5176027382613146	0.016129032258064516	0.05957914758479948	90	./Project_wg_result1739092074_GSEA/GO_0050886.png	29	10159;5972;3952;1215;6696;1359;1588;3553;2587;5443;1910;3814;1908;1601;114899;51083;554;3624;81285;1312;26056;56729;6865;1511;3625;64111;5781;9727;65266	ATP6AP2;AVPR2;C1QTNF3;CMA1;COMT;CPA3;CTSG;CYP19A1;DAB2;EDN3;EDNRB;GAL;GALR1;IL1B;INHBA;INHBB;KISS1;LEP;NPVF;OR51E2;POMC;PTPN11;RAB11FIP3;RAB11FIP5;REN;RETN;SPP1;TACR2;WNK4
GO:0030534	adult behavior	http://amigo.geneontology.org/amigo/term/GO:0030534	0.3072222902479172	1.4260199998309155	0.013282732447817837	0.05969036202497319	140	./Project_wg_result1739092074_GSEA/GO_0030534.png	34	1143;6623;583;372;51738;2257;1621;1393;4988;114798;6622;4923;2515;3235;4669;9379;9369;2395;26050;10919;11315;26047;55636;1813;434;1600;894;1020;9455;1949;7111;1136;2668;57731	ADAM2;ARCN1;ASIP;BBS2;CCND2;CDK5;CHD7;CHRNA3;CHRNB4;CNTNAP2;CRHBP;DAB1;DBH;DRD2;EFNB3;EHMT2;FGF12;FXN;GDNF;GHRL;HOMER2;HOXD9;NAGLU;NRXN2;NRXN3;NTSR1;OPRM1;PARK7;SLITRK1;SLITRK5;SNCA;SNCG;SPTBN4;TMOD1
GO:0032102	negative regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032102	-0.29379673131220385	-1.5576318562419558	0	0.05984238387751582	391	./Project_wg_result1739092074_GSEA/GO_0032102.png	94	5169;8870;1588;335;2244;3596;5335;4345;83999;9655;1540;284207;22978;79132;585;5156;9723;5270;64116;90268;10225;64218;6774;8482;9037;56920;5329;3105;26585;152138;6092;3630;114899;2852;5154;3273;3428;4057;708;79626;5624;613;5580;7473;10875;5155;5728;6647;10475;5340;4790;1812;5272;28964;100;1845;90070;2;11213;79594;64127;1814;84166;55558;2950;2137;10221;7057;3965;10505;54361;9607;80763;5788;5495;2294;57556;9975;6347;27293;1855;1991;26228;134;10563;3593;135;4282;1378;27342;4088;350;10906;11326	A2M;ADA;ADORA1;ADORA2A;APOA1;APOH;BBS4;BCR;C1QBP;C1QTNF3;CARTPT;CCL2;CD200;CD96;CR1;CXCL13;CYLD;CYP19A1;DHX58;DRD1;DRD3;DUSP3;DVL1;ELANE;ENPP3;EXTL3;FGB;FGL2;FOXF1;GIT1;GPER1;GREM1;GSTP1;HLA-A;HRG;IER3;IFI16;IL12B;IL13;INS;IRAK3;KREMEN1;LACRT;LGALS9;LTF;METRNL;MIF;MUL1;NFKB1;NLRC5;NOD2;NR1D2;NT5C2;OTULIN;PDGFA;PDGFB;PDGFRA;PLAUR;PLCG1;PLG;PLXNA3;PPM1B;PRKCD;PROC;PTEN;PTPRC;PYDC2;RABGEF1;ROBO2;SEMA3E;SEMA3G;SEMA4A;SEMA4F;SEMA5A;SEMA6A;SEMA7A;SERPINB9;SERPINE2;SLC39A8;SMAD3;SMPDL3B;SOCS5;SOD1;SPX;STAP1;STAT3;THBS1;TNFAIP8L2;TRAFD1;TRIB1;TRIM38;VSIG4;WNT3;WNT4
GO:0032637	interleukin-8 production	http://amigo.geneontology.org/amigo/term/GO:0032637	0.43014614333125	1.7962319199829542	0	0.05987525731260863	79	./Project_wg_result1739092074_GSEA/GO_0032637.png	30	7474;408;7124;307;5607;112744;29108;2219;2149;8915;9370;3303;284297;27202;4843;2150;9314;1649;26191;11315;3929;10394;914;338322;7098;3569;2867;54106;7099;58509	ADIPOQ;ANXA4;ARRB1;BCL10;C5AR2;CACTIN;CD2;DDIT3;F2R;F2RL1;FCN1;FFAR2;HSPA1A;IL17F;IL6;KLF4;LBP;MAP2K5;NLRP10;NOS2;PARK7;PRG3;PTPN22;PYCARD;SSC5D;TLR3;TLR4;TLR9;TNF;WNT5A
GO:0051646	mitochondrion localization	http://amigo.geneontology.org/amigo/term/GO:0051646	-0.39160667945110006	-1.5299449108131356	0.01639344262295082	0.059893183863829504	50	./Project_wg_result1739092074_GSEA/GO_0051646.png	12	55638;55156;9638;4137;4131;3281;55288;79594;55669;3091;120892;9001	ARMC1;FEZ1;HAP1;HIF1A;HSBP1;LRRK2;MAP1B;MAPT;MFN1;MUL1;RHOT1;SYBU
GO:0055123	digestive system development	http://amigo.geneontology.org/amigo/term/GO:0055123	0.30973640062109387	1.4433011458382417	0.008264462809917356	0.06000429881543752	142	./Project_wg_result1739092074_GSEA/GO_0055123.png	39	55366;7474;7124;3142;7481;91461;83881;1956;4838;3549;639;2736;3202;7298;5925;3398;6469;6928;4087;3239;6425;6662;7043;51208;2263;54106;6423;2735;388389;6663;3280;6522;2254;9026;3784;7855;6664;1543;5915	CCDC103;CLDN18;CYP1A1;EGFR;FGF9;FGFR2;FZD5;GLI1;GLI2;HES1;HIP1R;HLX;HNF1B;HOXA5;HOXD13;ID2;IHH;KCNQ1;LGR4;MIXL1;NODAL;PKDCC;PRDM1;RARB;RB1;SFRP2;SFRP5;SHH;SLC4A2;SMAD2;SOX10;SOX11;SOX9;TGFB3;TLR9;TNF;TYMS;WNT11;WNT5A
GO:0010563	negative regulation of phosphorus metabolic process	http://amigo.geneontology.org/amigo/term/GO:0010563	-0.27858860340976865	-1.4479569267620587	0.004246284501061571	0.0600731925109845	330	./Project_wg_result1739092074_GSEA/GO_0010563.png	78	3843;8692;1609;26146;10464;5518;23645;8826;7498;161742;578;8870;55022;55861;5167;11314;57761;171392;10106;51763;9655;3553;2041;4137;2280;9759;5577;5569;6774;26471;80725;5987;25998;7070;5154;2931;5580;5155;5728;1029;23603;3624;5515;28964;1845;11006;11213;5525;51085;3301;201163;5585;10935;2950;10221;57493;6422;5591;5795;153090;260434;5788;341;801;9475;80279;6546;9104;1855;26228;120892;1031;84919;5621;27342;284;978;54900	ANGPT1;APOC1;BAK1;CALM1;CD300A;CDA;CDK5RAP3;CDKN2A;CDKN2C;CORO1C;CTDSP2;DAB2IP;DBNDD2;DGKQ;DNAJA1;DUSP3;DVL1;ENPP1;EPHA1;FKBP1A;FLCN;GIT1;GSK3A;GSTP1;HDAC4;HEG1;HYAL2;IBTK;IER3;IL1B;INHBA;INPP5K;IPO5;IQGAP1;IRAK3;LAX1;LILRB4;LRRK2;MAPT;MLXIPL;NUPR1;PDGFA;PDGFB;PIBF1;PID1;PKIA;PKN1;PPP1R15A;PPP1R15B;PPP2CA;PPP2R1A;PPP2R5A;PRDX3;PRKAR2B;PRKCD;PRKDC;PRNP;PTEN;PTPRC;PTPRJ;PYDC1;RABGEF1;RGN;ROCK2;SFRP1;SLC8A1;SOCS5;SPRED1;SRCIN1;STAP1;STAT3;THY1;TRAF3IP1;TRIB1;TRIB3;TRIM27;XDH;ZNF675
GO:0030048	actin filament-based movement	http://amigo.geneontology.org/amigo/term/GO:0030048	-0.32767248220193557	-1.4976432596606781	0.004140786749482402	0.060271361539720236	125	./Project_wg_result1739092074_GSEA/GO_0030048.png	33	8976;23171;4621;2934;4643;85366;3753;4632;4620;3759;4626;55800;6323;817;9839;776;59;2316;3760;23327;4646;23704;7168;2013;7454;6331;9992;5350;1739;6781;134;3757;287	ACTA2;ADORA1;ANK2;CACNA1D;CAMK2D;DLG1;EMP2;FLNA;GPD1L;GSN;KCNE1;KCNE2;KCNE4;KCNH2;KCNJ2;KCNJ3;MYH2;MYH3;MYH8;MYL1;MYLK2;MYO1E;MYO6;NEDD4L;PLN;SCN1A;SCN3B;SCN5A;STC1;TPM1;WAS;WASL;ZEB2
GO:0140546	defense response to symbiont	http://amigo.geneontology.org/amigo/term/GO:0140546	0.2773682509299953	1.4235706503510432	0	0.06033069791082826	286	./Project_wg_result1739092074_GSEA/GO_0140546.png	52	100507436;91543;10155;11043;7124;50943;149233;4277;3458;684;10581;148022;4153;8399;29108;7726;282617;11331;9020;90865;89870;730249;59067;27297;54541;2633;201294;1668;3565;3627;4321;8638;171389;6895;6041;104;4283;2150;81559;51297;26191;3456;50489;9447;3434;8673;10206;7098;3569;7128;3320;55054	ACOD1;ADARB1;AIM2;ATG16L1;BPIFA1;BST2;CD207;CRCP;CXCL10;CXCL9;DDIT4;DEFA3;F2RL1;FOXP3;GBP1;HSP90AA1;IFIT1;IFITM2;IFNB1;IFNG;IFNL3;IL21;IL23R;IL33;IL4;IL6;MAP3K14;MBL2;MICA;MICB;MID2;MMP12;NLRP6;OASL;PHB2;PLA2G10;PTPN22;PYCARD;RNASEL;RSAD2;TARBP2;TICAM1;TLR3;TNF;TNFAIP3;TRIM11;TRIM13;TRIM15;TRIM26;TRIM28;UNC13D;VAMP8
